lidar_dds,lidar_ndn_udp_b,lidar_ndn_udp_s,lidar_ndn_tcp_s,lidar_ndn_tcp_b,can_ndn_udp_b,can_ndn_udp_s,can_ndn_tcp_s,can_ndn_tcp_b,can_dds,cam_ndn_udp_b,cam_ndn_udp_s,cam_ndn_tcp_s,cam_ndn_tcp_b,cam_dds
5.32102584838867,5.86247444152832,7.83991813659668,7.69305229187012,5.36322593688965,9.49883460998535,9.22632217407227,8.71396064758301,9.39297676086426,7.83586502075195,21.8985080718994,27.7168750762939,21.6076374053955,21.5587615966797,20.824670791626
5.57518005371094,5.96785545349121,10.0696086883545,8.58092308044434,5.22947311401367,8.97765159606934,9.2008113861084,8.10623168945313,8.81767272949219,8.17656517028809,21.0583209991455,28.8779735565186,21.3232040405273,21.3401317596436,21.4779376983643
5.87940216064453,6.65116310119629,4.34494018554688,8.52799415588379,5.94854354858398,9.45758819580078,9.76848602294922,8.88943672180176,9.46164131164551,8.07261466979981,22.1676826477051,26.749849319458,22.0069885253906,21.2986469268799,22.5000381469727
5.58781623840332,5.98025321960449,6.10518455505371,8.78620147705078,6.01935386657715,9.40418243408203,9.72247123718262,8.9268684387207,9.33313369750977,8.10980796813965,20.7760334014893,26.6892910003662,26.0167121887207,21.8265056610107,22.580623626709
5.51223754882813,6.23798370361328,6.134033203125,8.57377052307129,5.99050521850586,9.40179824829102,9.33909416198731,9.74154472351074,9.5067024230957,8.36014747619629,21.6834545135498,26.8387794494629,26.0918140411377,20.6067562103271,24.6977806091309
5.67531585693359,6.21342658996582,7.75957107543945,8.81099700927734,6.2716007232666,9.63401794433594,9.6886157989502,9.19008255004883,10.1461410522461,7.98654556274414,22.346019744873,28.104305267334,26.0794162750244,20.862340927124,23.9624977111816
5.80072402954102,6.36696815490723,8.0111026763916,8.78596305847168,5.94735145568848,9.2618465423584,9.59134101867676,9.28115844726563,8.8808536529541,8.31246376037598,21.4211940765381,27.883768081665,25.9277820587158,21.9995975494385,24.6131420135498
5.5539608001709,6.37674331665039,8.16893577575684,8.79502296447754,6.14833831787109,8.47816467285156,10.4362964630127,11.0371112823486,9.30094718933106,8.14604759216309,21.4807987213135,27.712345123291,26.3681411743164,21.0230350494385,58.3572387695313
5.70440292358398,6.44159317016602,8.59212875366211,8.69345664978027,6.49189949035645,8.33392143249512,9.36603546142578,8.38351249694824,9.72747802734375,8.1934928894043,21.1575031280518,26.6845226287842,26.0851383209229,21.7494964599609,2.08044052124023
6.26182556152344,5.99336624145508,8.05521011352539,8.72540473937988,6.26087188720703,8.3928108215332,9.64021682739258,9.11283493041992,9.58991050720215,9.33527946472168,21.4114189147949,27.6877880096436,26.0720252990723,21.5990543365479,12.7213001251221
5.91850280761719,6.36124610900879,6.72554969787598,8.71992111206055,6.02984428405762,8.37445259094238,9.34672355651856,9.3691349029541,9.7196102142334,7.79986381530762,21.5351581573486,28.0933380126953,26.1304378509521,21.5218067169189,25.6285667419434
6.07037544250488,5.75423240661621,5.89442253112793,8.62956047058106,8.07905197143555,8.49080085754395,9.29880142211914,9.47976112365723,9.4761848449707,8.15105438232422,21.7516422271729,27.8317928314209,26.5231132507324,21.8520164489746,26.1609554290771
6.58035278320313,4.96840476989746,6.23559951782227,8.63289833068848,6.34121894836426,8.41999053955078,9.70554351806641,9.59134101867676,9.41228866577148,8.38208198547363,21.0616588592529,27.0986557006836,26.1991024017334,20.3301906585693,24.5194435119629
6.5302848815918,5.67984580993652,6.7903995513916,9.05776023864746,7.20477104187012,9.02676582336426,9.86480712890625,9.67884063720703,8.51726531982422,8.47744941711426,21.7480659484863,26.8449783325195,26.1907577514648,26.5002250671387,21.2020874023437
7.27605819702148,5.92112541198731,6.12568855285645,8.67986679077148,5.39064407348633,9.16218757629395,8.49103927612305,9.49645042419434,8.37779045104981,8.77904891967773,20.9167003631592,25.5718231201172,26.8244743347168,15.1195526123047,21.9197273254395
6.65092468261719,6.0265064239502,6.84809684753418,9.7048282623291,6.16621971130371,9.80019569396973,9.29498672485352,9.59229469299316,8.1627368927002,8.43358039855957,20.3475952148437,21.8639373779297,25.9811878204346,22.0932960510254,20.7781791687012
6.88982009887695,6.08611106872559,6.34312629699707,7.57122039794922,5.72586059570313,9.1397762298584,10.1873874664307,9.48905944824219,8.70585441589356,8.34298133850098,20.7092761993408,21.6131210327148,25.6178379058838,23.66042137146,21.5342044830322
7.24673271179199,6.57153129577637,7.24029541015625,8.81409645080566,6.29401206970215,9.16028022766113,8.88848304748535,9.41896438598633,8.70943069458008,8.4679126739502,21.5163230895996,22.3984718322754,26.0419845581055,18.2511806488037,22.4993228912354
6.76202774047852,5.80978393554688,5.94139099121094,8.59141349792481,8.55636596679688,9.12356376647949,9.6888542175293,10.4343891143799,8.7432861328125,8.59260559082031,21.4481353759766,22.3937034606934,26.2219905853271,21.6283798217773,20.5919742584229
7.91549682617188,6.32643699645996,6.38461112976074,8.77475738525391,5.25116920471191,9.28115844726563,8.26430320739746,9.13119316101074,8.62431526184082,8.40425491333008,21.4066505432129,21.8307971954346,25.8204936981201,21.6865539550781,21.4276313781738
5.82385063171387,6.44683837890625,5.90801239013672,8.59999656677246,4.97579574584961,9.2928409576416,8.79383087158203,14.8999691009521,9.01317596435547,8.45956802368164,21.4014053344727,21.9368934631348,26.0851383209229,19.9940204620361,21.1758613586426
6.91604614257813,6.50596618652344,6.72554969787598,8.87656211853027,5.74851036071777,9.33742523193359,8.71658325195313,5.42259216308594,9.39798355102539,8.5442066192627,21.5997695922852,23.0870246887207,31.5699577331543,21.5013027191162,20.7095146179199
7.71975517272949,6.24918937683106,6.01005554199219,8.5599422454834,5.77640533447266,9.68265533447266,8.53371620178223,9.490966796875,9.49239730834961,45.6130504608154,21.6934680938721,27.169942855835,25.886058807373,20.5111503601074,21.5401649475098
6.10208511352539,6.35743141174316,5.43451309204102,8.49533081054688,5.42116165161133,8.87560844421387,8.74710083007813,9.36651229858398,9.78851318359375,0.102043151855469,21.3127136230469,26.5846252441406,21.5096473693848,20.7343101501465,21.1722850799561
6.91008567810059,6.44755363464356,5.86533546447754,8.78596305847168,5.39612770080566,9.38034057617188,8.76688957214356,8.68320465087891,8.74590873718262,0.182628631591797,21.3754177093506,25.9382724761963,26.2706279754639,21.5659141540527,21.3260650634766
7.07316398620606,5.86891174316406,8.69989395141602,8.75425338745117,5.9351921081543,9.13596153259277,8.94427299499512,8.39591026306152,9.49406623840332,0.078916549682617,21.475076675415,26.9405841827393,22.0921039581299,21.0809707641602,21.1870670318604
45.5381870269775,6.69217109680176,4.36234474182129,8.76498222351074,6.32262229919434,9.12594795227051,8.56542587280273,8.4378719329834,9.48834419250488,0.071048736572266,21.632194519043,26.8936157226562,31.7318439483643,21.6536521911621,21.4366912841797
0.094413757324219,5.99980354309082,6.27422332763672,8.95333290100098,6.31046295166016,9.27281379699707,8.52298736572266,9.17673110961914,9.53197479248047,5.02324104309082,21.5351581573486,27.1017551422119,26.4701843261719,21.1722850799561,21.2721824645996
0.217914581298828,6.22892379760742,6.41131401062012,8.89348983764648,6.16312026977539,8.60810279846191,8.54372978210449,8.21924209594727,9.44924354553223,8.45599174499512,21.4443206787109,27.4777412414551,23.0395793914795,21.233081817627,21.2974548339844
0.084877014160156,6.46114349365234,6.15453720092773,8.76021385192871,6.46686553955078,8.58163833618164,8.53919982910156,9.54723358154297,9.61208343505859,8.63265991210938,21.5029716491699,24.6706008911133,21.8291282653809,22.4170684814453,21.2585926055908
0.108718872070313,6.71482086181641,7.36141204833984,8.49175453186035,6.33382797241211,8.35943222045898,8.69393348693848,8.19611549377441,9.90462303161621,8.85081291198731,21.7657089233398,27.0709991455078,22.0656394958496,20.845890045166,22.0015048980713
0.093936920166016,6.0725212097168,6.33597373962402,8.32772254943848,6.1028003692627,9.19485092163086,8.75616073608398,9.06634330749512,9.40442085266113,8.88562202453613,21.561861038208,26.8614292144775,23.5607624053955,20.6832885742187,21.0602283477783
3.08632850646973,5.90753555297852,7.96389579772949,8.71086120605469,5.92231750488281,8.69965553283691,8.85081291198731,9.14740562438965,9.60588455200195,7.63463973999023,21.4006900787354,26.151180267334,26.6079902648926,21.6245651245117,21.3189125061035
7.04169273376465,5.7675838470459,8.33916664123535,8.58139991760254,5.15437126159668,9.4296932220459,8.81576538085938,8.98003578186035,9.45401191711426,8.49318504333496,21.6019153594971,26.0224342346191,25.7797241210937,20.7185745239258,21.251916885376
7.24148750305176,5.99336624145508,7.74741172790527,8.63981246948242,5.82218170166016,9.38296318054199,9.10711288452148,9.40179824829102,9.52935218811035,8.81242752075195,21.7123031616211,27.2824764251709,26.0295867919922,21.8617916107178,21.4807987213135
7.02548027038574,6.74962997436523,8.32819938659668,8.74447822570801,5.49864768981934,9.02056694030762,9.78970527648926,9.08374786376953,9.36579704284668,8.20517539978027,21.6999053955078,21.7866897583008,26.348352432251,21.1431980133057,21.0680961608887
7.01141357421875,6.36458396911621,8.10551643371582,8.4691047668457,6.86216354370117,10.0729465484619,10.1814270019531,9.82856750488281,9.46211814880371,8.55779647827148,21.6460227966309,26.8678665161133,26.4391899108887,20.3690528869629,21.235466003418
7.9953670501709,6.03532791137695,8.30841064453125,8.71968269348145,6.04581832885742,8.1787109375,8.41379165649414,9.67597961425781,9.41252708435059,8.73517990112305,21.7511653900146,25.4957675933838,26.0593891143799,21.2430953979492,21.4745998382568
6.33883476257324,6.27255439758301,8.31127166748047,8.83316993713379,9.48905944824219,9.35888290405273,8.41283798217773,9.50169563293457,9.67264175415039,8.50343704223633,21.0540294647217,22.0656394958496,26.3073444366455,21.1138725280762,21.4927196502686
7.13491439819336,6.19673728942871,8.56733322143555,8.2240104675293,6.1028003692627,9.33361053466797,8.49199295043945,9.59229469299316,9.53841209411621,8.51249694824219,21.3081836700439,26.1387825012207,21.8441486358643,21.399974822998,21.1954116821289
7.35831260681152,5.91826438903809,8.15176963806152,8.86106491088867,6.52122497558594,9.64784622192383,8.73875617980957,9.65142250061035,9.37819480895996,8.16917419433594,20.2293395996094,23.5235691070557,21.8439102172852,22.430419921875,21.2466716766357
7.35974311828613,7.96079635620117,8.29100608825684,8.64911079406738,6.01792335510254,8.91685485839844,9.2930793762207,9.85026359558106,9.674072265625,8.18228721618652,20.5545425415039,27.8730392456055,22.5188732147217,19.8245048522949,21.4319229125977
7.38024711608887,4.40502166748047,8.71038436889648,8.65507125854492,6.50119781494141,9.43660736083984,8.1791877746582,9.67311859130859,9.30976867675781,8.31079483032227,20.3342437744141,26.7636775970459,24.1882801055908,21.3193893432617,21.6593742370605
6.89983367919922,6.21986389160156,7.88569450378418,8.59999656677246,5.82337379455566,9.44209098815918,8.91733169555664,9.5515251159668,9.64117050170898,8.07762145996094,22.9561328887939,21.9712257385254,24.3842601776123,21.0273265838623,22.1602916717529
7.03740119934082,5.89394569396973,8.23116302490234,8.6061954498291,6.1488151550293,9.61065292358398,9.21750068664551,9.69815254211426,9.13667678833008,8.15987586975098,20.197868347168,23.3168601989746,27.0533561706543,21.6352939605713,21.2209224700928
7.91192054748535,6.09588623046875,8.39900970458984,8.67080688476563,6.42633438110352,9.23347473144531,9.71055030822754,10.7598304748535,8.42046737670898,8.13937187194824,21.1107730865479,22.1858024597168,26.7338752746582,21.3625431060791,21.2082862854004
6.79492950439453,5.69486618041992,8.33940505981445,8.60929489135742,6.34169578552246,9.05537605285645,9.76014137268066,8.41212272644043,9.01222229003906,8.37278366088867,21.2492942810059,21.5811729431152,26.7131328582764,20.6797122955322,21.6100215911865
5.51152229309082,5.60426712036133,7.88283348083496,8.63337516784668,8.67533683776856,9.14335250854492,9.83142852783203,9.6280574798584,9.40370559692383,7.95578956604004,21.5566158294678,22.0139026641846,26.7090797424316,21.2750434875488,22.4263668060303
5.55849075317383,5.70225715637207,8.50152969360352,8.69965553283691,5.24044036865234,9.50002670288086,9.72843170166016,10.3762149810791,6.91032409667969,8.48913192749023,21.256685256958,23.409366607666,27.3687839508057,20.5276012420654,22.1383571624756
5.85603713989258,5.27524948120117,8.32891464233398,8.67605209350586,5.89895248413086,9.49621200561523,9.76967811584473,9.43565368652344,8.35680961608887,8.58807563781738,21.4931964874268,26.2868404388428,26.2880325317383,20.4477310180664,22.8533744812012
5.92899322509766,5.84268569946289,7.96580314636231,8.5296630859375,5.68532943725586,9.45425033569336,9.99116897583008,9.29975509643555,8.53919982910156,9.05609130859375,21.5082168579102,27.2715091705322,26.8895626068115,21.6109752655029,21.5268135070801
5.28717041015625,6.44350051879883,8.3010196685791,8.60953330993652,5.78570365905762,9.43708419799805,9.70911979675293,9.77921485900879,8.15176963806152,7.37595558166504,21.3558673858643,26.9920825958252,26.8228054046631,21.2855339050293,21.5108394622803
